event,date,status,department,institution,categories
UC Love Data 2022,2022-02-16,,,Non-UC affiliate,Text Analysis
UC Love Data 2022,2022-02-16,Staff,History of Art,UC Santa Barbara,Text Analysis
UC Love Data 2022,2022-02-16,,Center for Educational Effectiveness,UC Davis,Text Analysis
UC Love Data 2022,2022-02-17,Undergraduate Student,,UC Davis,Text Analysis
UC Love Data 2022,2022-02-17,,,Non-UC affiliate,Text Analysis
UC Love Data 2022,2022-02-17,,,Non-UC affiliate,Text Analysis
UC Love Data 2022,2022-02-17,Other,Library,UC Davis,Text Analysis
UC Love Data 2022,2022-02-17,,,UC Davis,Text Analysis
UC Love Data 2022,2022-02-17,,IGNOU,Non-UC affiliate,Text Analysis
UC Love Data 2022,2022-02-17,Staff,Library,UC Berkeley,Text Analysis
UC Love Data 2022,2022-02-17,Graduate Student,,UC Riverside,Text Analysis
UC Love Data 2022,2022-02-17,Graduate Student,Sociology,UC Davis,Text Analysis
UC Love Data 2022,2022-02-17,Undergraduate Student,Department of Nanoengineering,UC San Diego,Text Analysis
UC Love Data 2022,2022-02-17,Postdoc,,UC San Francisco,Text Analysis
UC Love Data 2022,2022-02-17,,,Non-UC affiliate,Text Analysis
UC Love Data 2022,2022-02-17,Other,,Non-UC affiliate,Text Analysis
UC Love Data 2022,2022-02-17,Staff,Center for Educational Effectiveness,UC Davis,Text Analysis
UC Love Data 2022,2022-02-17,Faculty,"PMS College of Dental Science and Research , Kerala, INDIA",Non-UC affiliate,Text Analysis
UC Love Data 2022,2022-02-17,Staff,Center for Educational Effectiveness,UC Davis,Text Analysis
UC Love Data 2022,2022-02-17,,,UC Davis,Text Analysis
UC Love Data 2022,2022-02-17,,,UC Davis,Text Analysis
UC Love Data 2022,2022-02-16,Other,Linguistics,,Other
UC Love Data 2022,2022-02-16,Graduate Student,Chemistry,,Other
UC Love Data 2022,2022-02-16,N/A,N/A,Non-UC affiliate,Other
UC Love Data 2022,2022-02-16,Graduate Student,History,UC Irvine,Other
UC Love Data 2022,2022-02-16,Faculty,College Writing Programs,UC Berkeley,Other
UC Love Data 2022,2022-02-16,Faculty,College Writing Programs,UC Berkeley,Other
UC Love Data 2022,2022-02-16,Faculty,CEE,UC Berkeley,Other
UC Love Data 2022,2022-02-16,Graduate Student,Ethnic Studies,UC Berkeley,Other
UC Love Data 2022,2022-02-16,Staff,OIT,UC Irvine,Other
UC Love Data 2022,2022-02-16,Staff,Ethnic Studies,UC Berkeley,Other
UC Love Data 2022,2022-02-16,Staff,Love Data Week,UC Irvine,Other
UC Love Data 2022,2022-02-16,Staff,Love Data Week,UC Santa Barbara,Other
UC Love Data 2022,2022-02-16,Graduate Student,Master of Architecture,UC Berkeley,Other
UC Love Data 2022,2022-02-16,Graduate Student,MCB,UC Berkeley,Other
UC Love Data 2022,2022-02-16,Graduate Student,Psychology,UC Berkeley,Other
UC Love Data 2022,2022-02-16,Alum,Law,,Other
UC Love Data 2022,2022-02-16,Graduate Student,Industrial Engineering & Operations Research,UC Berkeley,Other
UC Love Data 2022,2022-02-16,Graduate Student,Other,UC Davis,Other
UC Love Data 2022,2022-02-16,Staff,UCB Library AHD -- staff,UC Berkeley,Other
UC Love Data 2022,2022-02-16,Graduate Student,LLM,UC Berkeley,Other
UC Love Data 2022,2022-02-16,Other,N/A,Non-UC affiliate,Other
UC Love Data 2022,2022-02-16,Other,Library,,Other
UC Love Data 2022,2022-02-16,Faculty,UC Riverside Psychology,UC Riverside,Other
UC Love Data 2022,2022-02-16,Undergraduate Student,English,UC Berkeley,Other
UC Love Data 2022,2022-02-16,Alum,N/A,UC Riverside,Other
UC Love Data 2022,2022-02-16,Graduate Student,OOMPH,UC Berkeley,Other
UC Love Data 2022,2022-02-16,Non-UCB,None - Member of Public,Non-UC affiliate,Other
UC Love Data 2022,2022-02-16,Other,Art,,Other
UC Love Data 2022,2022-02-16,Non-UCB,Non-UCB,Non-UC affiliate,Other
UC Love Data 2022,2022-02-16,Undergraduate Student,Political Science,UC Berkeley,Other
UC Love Data 2022,2022-02-16,Staff,Library,UC Berkeley,Other
UC Love Data 2022,2022-02-16,Freshman/Sophomore,EECS,UC Berkeley,Other
UC Love Data 2022,2022-02-16,Faculty,Fall Program for Freshmen,UC Berkeley,Other
UC Love Data 2022,2022-02-16,Undergraduate Student,McNair Program,UC Berkeley,Other
UC Love Data 2022,2022-02-16,Staff,Library,UC Berkeley,Other
UC Love Data 2022,2022-02-16,Other,History Faculty,Non-UC affiliate,Other
UC Love Data 2022,2022-02-16,N/A,N/A,Non-UC affiliate,Other
UC Love Data 2022,2022-02-16,Undergraduate Student,Genetics and Plant Biology,UC Berkeley,Other
UC Love Data 2022,2022-02-16,Staff,Law,UC Berkeley,Other
UC Love Data 2022,2022-02-16,Alum,SPH - Division of epidemiology and biostatistics,UC Berkeley,Other
UC Love Data 2022,2022-02-16,Undergraduate Student,UCSD Student,UC San Diego,Other
UC Love Data 2022,2022-02-16,N/A,N/A,Non-UC affiliate,Other
UC Love Data 2022,2022-02-16,Undergraduate Student,Economics,UC Berkeley,Other
UC Love Data 2022,2022-02-16,Graduate Student,German,UC Berkeley,Other
UC Love Data 2022,2022-02-16,Graduate Student,Earth & Planetary Science,UC Berkeley,Other
UC Love Data 2022,2022-02-16,Non-UCB,Non-UCB,Non-UC affiliate,Other
UC Love Data 2022,2022-02-16,Faculty,Fall Program for Freshmen,UC Berkeley,Other
UC Love Data 2022,2022-02-16,N/A,N/A,Non-UC affiliate,Other
UC Love Data 2022,2022-02-16,Undergraduate Student,ISF,UC Berkeley,Other
UC Love Data 2022,2022-02-16,Staff,Not a UCB affiliate,UC Merced,Other
UC Love Data 2022,2022-02-16,Alum,N/A,UC Berkeley,Other
UC Love Data 2022,2022-02-16,Non-UCB,UCI Research staff,UC Irvine,Other
UC Love Data 2022,2022-02-16,Alum,Wikipedia edit A--thon,UC Berkeley,Other
UC Love Data 2022,2022-02-16,Faculty,History of Art,UC Berkeley,Other
UC Love Data 2022,2022-02-16,Undergraduate Student,"Psychology major, English minor",UC Berkeley,Other
UC Love Data 2022,2022-02-16,Postdoc,yes,UC Berkeley,Other
UC Love Data 2022,2022-02-16,Graduate Student,Public Policy,UC Berkeley,Other
UC Love Data 2022,2022-02-16,Alum,EECS,UC Berkeley,Other
UC Love Data 2022,2022-02-16,Alum,Ethnic Studies,UC Berkeley,Other
UC Love Data 2022,2022-02-16,Calouro / Segundo ano,yes,Non-UC affiliate,Other
UC Love Data 2022,2022-02-16,N/A,N/A,Non-UC affiliate,Other
UC Love Data 2022,2022-02-16,Non-UCB,"Not affiliated with UCB, just a librarian from another university that wants to learn about wikipedia editing!!",Non-UC affiliate,Other
UC Love Data 2022,2022-02-16,Undergraduate Student,N/A,Non-UC affiliate,Other
UC Love Data 2022,2022-02-16,Other,Other,Non-UC affiliate,Other
UC Love Data 2022,2022-02-16,Alum,Ethnic Studies,UC Berkeley,Other
UC Love Data 2022,2022-02-18,,,Non-UC affiliate,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC Davis,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC Riverside,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC San Diego,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,Non-UC affiliate,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC San Diego,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC Santa Barbara,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UCLA,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC Berkeley,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC Irvine,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC Berkeley,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,merced,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC Davis,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,Non-UC affiliate,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,merced,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC San Francisco,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,merced,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC Santa Barbara,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC Berkeley,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC Riverside,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC Santa Barbara,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC Berkeley,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC Davis,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC Davis,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC Santa Cruz,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC Davis,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC Riverside,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC Santa Barbara,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,Non-UC affiliate,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,Non-UC affiliate,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC Berkeley,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC Berkeley,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC San Francisco,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC Santa Barbara,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC Davis,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC Riverside,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC Irvine,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UCLA,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC Davis,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UCLA,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC Santa Barbara,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC San Francisco,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC Davis,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC Irvine,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UCLA,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC Riverside,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC Davis,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC Santa Barbara,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC Davis,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UC Riverside,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-18,,,UCLA,Geospatial Analysis (GIS)
UC Love Data 2022,2022-02-17,,,UCLA,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Santa Barbara,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Santa Cruz,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC San Francisco,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Berkeley,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Berkeley,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Davis,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Santa Barbara,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Riverside,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Merced,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Davis,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Riverside,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Merced,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Berkeley,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,Non-UC affiliate,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC San Diego,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Davis,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Santa Cruz,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Davis,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Santa Cruz,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC San Diego,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UCLA,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Davis,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Santa Barbara,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Berkeley,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC San Francisco,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Davis,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC San Diego,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Berkeley,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Berkeley,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Davis,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Santa Cruz,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Irvine,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Berkeley,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UCLA,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Berkeley,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Berkeley,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC San Francisco,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UCLA,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Davis,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Berkeley,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC San Diego,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UCLA,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC San Diego,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Berkeley,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Santa Barbara,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Berkeley,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Davis,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC San Diego,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Davis,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,Non-UC affiliate,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Santa Barbara,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UCLA,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC Berkeley,Programming Languages and Tools
UC Love Data 2022,2022-02-17,,,UC San Francisco,Programming Languages and Tools
UC Love Data 2022,2022-02-18,,,UC Berkeley,Programming Languages and Tools
UC Love Data 2022,2022-02-18,,,CSU Long Beach,Programming Languages and Tools
UC Love Data 2022,2022-02-18,,,UC Berkeley,Programming Languages and Tools
UC Love Data 2022,2022-02-18,,,UC Berkeley,Programming Languages and Tools
UC Love Data 2022,2022-02-18,,,UC San Cruz,Programming Languages and Tools
UC Love Data 2022,2022-02-18,,,UCLA,Programming Languages and Tools
UC Love Data 2022,2022-02-18,,,UC Berkeley,Programming Languages and Tools
UC Love Data 2022,2022-02-18,,,UC Davis,Programming Languages and Tools
UC Love Data 2022,2022-02-18,,,UCLA,Programming Languages and Tools
UC Love Data 2022,2022-02-18,,,UC San Cruz,Programming Languages and Tools
UC Love Data 2022,2022-02-18,,,UC Riverside,Programming Languages and Tools
UC Love Data 2022,2022-02-18,,,UCLA,Programming Languages and Tools
UC Love Data 2022,2022-02-18,,,UC San Diego,Programming Languages and Tools
UC Love Data 2022,2022-02-18,,,UC Berkeley,Programming Languages and Tools
UC Love Data 2022,2022-02-18,,,UC Davis,Programming Languages and Tools
UC Love Data 2022,2022-02-18,,,UC San Diego,Programming Languages and Tools
UC Love Data 2022,2022-02-18,,,UC Irvine,Programming Languages and Tools
UC Love Data 2022,2022-02-18,,,UC Berkeley,Programming Languages and Tools
UC Love Data 2022,2022-02-18,,,UC San Francisco,Programming Languages and Tools
UC Love Data 2022,2022-02-18,,,UC Santa Barbara,Programming Languages and Tools
UC Love Data 2022,2022-02-18,,,UC San Diego,Programming Languages and Tools
UC Love Data 2022,2022-02-18,,,UC San Diego,Programming Languages and Tools
UC Love Data 2022,2022-02-18,,,Non-UC affiliate,Programming Languages and Tools
UC Love Data 2022,2022-02-18,,,UC Berkeley,Programming Languages and Tools
UC Love Data 2022,2022-02-18,,,UC Davis,Programming Languages and Tools
UC Love Data 2022,2022-02-18,,,UC Davis,Programming Languages and Tools
UC Love Data 2022,2022-02-18,,,UC Berkeley,Programming Languages and Tools
UC Love Data 2022,2022-02-18,,,UC Davis,Programming Languages and Tools
UC Love Data 2022,2022-02-18,,,UC Irvine,Programming Languages and Tools
UC Love Data 2022,2022-02-16,Graduate Student,Osher,UC San Francisco,Data Ethics and Justice
UC Love Data 2022,2022-02-16,Other,IR & Communication,UC Davis,Data Ethics and Justice
UC Love Data 2022,2022-02-16,Staff,Research Administration and Compliance,UC Berkeley,Data Ethics and Justice
UC Love Data 2022,2022-02-16,Staff,Office of Health Informatics and Analytics,UCLA,Data Ethics and Justice
UC Love Data 2022,2022-02-16,Staff,Intro Bio (EEMB/MCDB),UC Santa Barbara,Data Ethics and Justice
UC Love Data 2022,2022-02-16,Undergraduate Student,Statistics,UC Davis,Data Ethics and Justice
UC Love Data 2022,2022-02-16,Graduate Student,Anthropology,UC Riverside,Data Ethics and Justice
UC Love Data 2022,2022-02-16,Staff,Teaching + Learning Commons,UC San Diego,Data Ethics and Justice
UC Love Data 2022,2022-02-16,Staff,DEVAR,UC Davis,Data Ethics and Justice
UC Love Data 2022,2022-02-16,Staff,University Library,UC Riverside,Data Ethics and Justice
UC Love Data 2022,2022-02-16,Staff,School of Physical Sciences,UC Irvine,Data Ethics and Justice
UC Love Data 2022,2022-02-16,Staff,Institute for Global Health Sciences,UC San Francisco,Data Ethics and Justice
UC Love Data 2022,2022-02-16,Staff,Clinical & Translational Science Center,UC Davis,Data Ethics and Justice
